,age,comment,commodities,commodities_string,geometry,id,latitude,longitude,name
2626,,nan,['Au'],Au,POINT (122.364502 -29.779489),524841,-29.779489,122.364502,Yarri (Heron)
2627,,nan,['U'],U,POINT (123.254503 -30.266807),525835,-30.266807,123.254503,Double 8 - Ponton
2628,,23 km s of Whyalla,['U'],U,POINT (137.405168 -33.195957),525841,-33.195957,137.405168,Blackbush
2629,,nan,"['Ag', 'Bi', 'Cu', 'Co', 'Au']",Ag;Bi;Cu;Co;Au,POINT (133.664764 -19.8455),525845,-19.8455,133.664764,Rover 1
2630,,100 km E of Mt Magnet,['U'],U,POINT (118.720187 -28.013797),526257,-28.013796999999997,118.72018700000001,Anketell
2631,,nan,['Fe'],Fe,POINT (117.903127 -23.154761),526259,-23.154760999999997,117.903127,Turee Syncline (Rio Tinto)
2632,,25 km southwest of Arkaroola,['U'],U,POINT (139.551347 -30.115237),526752,-30.115237,139.551347,Pepegoona
2633,,nan,['Mo'],Mo,POINT (147.281567 -22.310669),526757,-22.310669,147.281567,Anthony
2634,,Deposit acquired by Bemax from Iluka in 2009,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.4506 -33.653782),526814,-33.653782,115.4506,Wonnerup_Bemax2009
2635,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.789497 -33.43029),526823,-33.43029,115.789497,Dardanup_Beemax
2636,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (143.3072839 -34.46849731),526853,-34.46849731,143.30728390000002,Phoenix
2637,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (142.7342827 -33.82950127),526855,-33.82950127,142.7342827,Benbow
2638,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (115.301758 -29.837982),526878,-29.837982,115.301758,Iluka_Perth Basin
2639,,nan,"['U', 'REE', 'Au', 'Cu']",U;REE;Au;Cu,POINT (140.0166667 -20.8),527757,-20.8,140.0166667,Elaine Dorothy
2640,,nan,['Ni'],Ni,POINT (121.828796 -31.6376),527766,-31.6376,121.828796,Cameron
2641,,nan,"['Ni', 'Co']",Ni;Co,POINT (121.842039 -28.766611),527772,-28.766610999999997,121.84203899999999,Wanbanna
2642,,nan,['Fe'],Fe,POINT (136.611 -32.809),527920,-32.809,136.611,Hercules (Ironclad)
2643,,nan,['Fe'],Fe,POINT (136.629 -32.879),527922,-32.879,136.629,Hercules South - Eurilla (LIncoln)
2644,,nan,['Fe'],Fe,POINT (118.979 -22.547),527931,-22.546999999999997,118.979,Koodaideri South  - Central Pilabara (Rio Tinto)
2645,,nan,['Fe'],Fe,POINT (118.875 -22.815),527933,-22.815,118.875,Boundary (IOH)
2646,,nan,['Fe'],Fe,POINT (116.503 -21.994),527935,-21.994,116.50299999999999,Bungaroo South - Western Pilbara Hub (IOH)
2647,,Near Yandi mine,['Fe'],Fe,POINT (119.047 -22.692),527938,-22.691999999999997,119.04700000000001,Extension
2648,,nan,['Au'],Au,POINT (146.0972489 -32.41338644),527949,-32.41338644,146.0972489,Mallee Bull
2649,,nan,['Au'],Au,POINT (149.7072694 -33.11444969),527951,-33.11444969,149.7072694,Surface Hill
2650,,nan,['Fe'],Fe,POINT (119.271 -23.469),527958,-23.469,119.271,Spearhole (Dynasty Metals)
2651,,nan,['Fe'],Fe,POINT (117.0799 -29.4806),527968,-29.4806,117.0799,Magnetite Range
2652,Archean,nan,"['Au', 'Sb']",Au;Sb,POINT (120.2572 -21.8238),527971,-21.8238,120.2572,Golden Spec
2653,,nan,"['Au', 'Sb']",Au;Sb,POINT (120.3093 -21.8139),527973,-21.8139,120.3093,Green Spec
2654,,nan,['U'],U,POINT (132.369117 -22.73876),527975,-22.73876,132.369117,Cappers
2655,,nan,['Fe'],Fe,POINT (118.384 -25.691),527977,-25.691,118.384,Mount Padbury
2656,,nan,['Au'],Au,POINT (144.82008 -36.87609),527992,-36.876090000000005,144.82008000000002,Browns
2657,Cambrian,Deposit identified by Goldsearch Limited as part of their Mount Wellington project,['Au'],Au,POINT (146.37674 -37.32699),528092,-37.32699,146.37673999999998,Hill 800
2658,,nan,['Fe'],Fe,POINT (120.039 -23.707),528094,-23.706999999999997,120.039,Warrawanda (Atlas - Southeast Pilbara) - ZEROED
2659,,nan,"['Ag', 'Au', 'Cu', 'Zn']",Ag;Au;Cu;Zn,POINT (118.51323 -27.13914),528098,-27.13914,118.51323000000001,Austin
2660,,nan,['Fe'],Fe,POINT (116.369 -30.9505),528109,-30.9505,116.369,Yerecoin
2661,,nan,['Fe'],Fe,POINT (119.3947 -23.3679),528301,-23.3679,119.3947,Western Creek (Atlas-Southeast Pilbara) - ZEROED
2662,,nan,['Au'],Au,POINT (143.3794 -19.7079),528386,-19.7079,143.3794,Shanghai
2663,,nan,"['Au', 'Cu']",Au;Cu,POINT (140.2416 -19.7613),529185,-19.7613,140.2416,Flamingo
2664,,nan,"['Ag', 'Au']",Ag;Au,POINT (147.81114 -20.43946),529194,-20.43946,147.81114,Crush Creek
2665,,nan,"['Au', 'Cu']",Au;Cu,POINT (146.686242 -31.530292),529220,-31.530292,146.686242,Budgery
2666,,nan,['Au'],Au,POINT (131.5653161 -13.56285531),529229,-13.56285531,131.5653161,Davies
2667,,Deposit is hosted by Wallaroo Group metasediments and skarns. The sequence is locally intruded by Mesoproterozoic granite within the main mineralised area. The mineralisation occurs within a well defined elongate magnetic anomaly.,"['Au', 'Cu', 'Fe']",Au;Cu;Fe,POINT (137.8722 -34.5375),529299,-34.5375,137.8722,Hillside
2668,,nan,['Au'],Au,POINT (134.33243 -19.67830883),529427,-19.67830883,134.33243000000002,Black Snake
2669,,nan,"['Au', 'Cu']",Au;Cu,POINT (149.3222 -33.4884),529552,-33.4884,149.3222,McPhillamys
2670,,nan,['Mn'],Mn,POINT (121.226102 -22.340456),529577,-22.340456,121.226102,South Woodie Woodie
2671,,nan,"['U', 'Ag', 'Au', 'Cu']",U;Ag;Au;Cu,POINT (137.4984 -31.2175),529756,-31.2175,137.4984,Carrapateena
2672,,nan,"['Au', 'Cu']",Au;Cu,POINT (140.2287 -20.269),529957,-20.269000000000002,140.2287,Gem
2673,,nan,['Fe'],Fe,POINT (117.6845 -26.944),530061,-26.944000000000003,117.6845,MidWest -Weld Range/Beebyn-Mt Gould (Atlas Iron)
2674,,nan,['Fe'],Fe,POINT (118.461 -20.937),530063,-20.936999999999998,118.461,Mount Dove (North Pilbara - Atlas Iron)
2675,,nan,['Fe'],Fe,POINT (119.0557 -21.25186),530065,-21.25186,119.0557,North Star (FMG Iron Bridge Project)
2676,,nan,['Fe'],Fe,POINT (122.354 -30.781),530067,-30.781,122.354,Steeple Hill (Fairstar Resources)
2677,,nan,['Fe'],Fe,POINT (118.773 -20.457),530069,-20.457,118.773,Poondano
2678,,nan,['Fe'],Fe,POINT (117.933 -23.083),530071,-23.083000000000002,117.93299999999999,Bellary Springs
2679,,nan,['Fe'],Fe,POINT (130.983 -12.983),530073,-12.982999999999999,130.983,Yarram
2680,,nan,['Fe'],Fe,POINT (119.9633 -28.6734),530079,-28.6734,119.9633,Mount Forrest (Mindax)
2681,,nan,['Au'],Au,POINT (147.3889 -21.3574),530499,-21.3574,147.3889,Eugenia
2682,,Deposit is in Hill End Gold Limited's  Hargraves gold project.,['Au'],Au,POINT (149.462 -32.7882),530897,-32.7882,149.46200000000002,Big Nugget Hill
2683,Archean,nan,['Au'],Au,POINT (122.4103 -28.5889),531509,-28.5889,122.4103,Annas Brew
2684,,nan,['Au'],Au,POINT (120.944298 -26.93593),531529,-26.93593,120.944298,Bills Find
2685,,Kagara's Victoria deposit is located at the historic mineral deposit site of North Victoria about 5 kn NE of Mungana.,"['Au', 'Mo']",Au;Mo,POINT (144.4219 -17.08),531533,-17.08,144.4219,Victoria
2686,,nan,"['Ag', 'Zn', 'Cu', 'Pb']",Ag;Zn;Cu;Pb,POINT (144.2633 -16.9416),531537,-16.9416,144.2633,Montevideo
2687,,nan,"['Ag', 'Au']",Ag;Au,POINT (150.0781 -24.2087),531933,-24.2087,150.0781,Crunchie
2688,,nan,['Fe'],Fe,POINT (120.1118 -20.88752),531950,-20.887520000000002,120.1118,Spinifex Ridge - hematite (Moly Mines Ltd)
2689,,nan,['Au'],Au,POINT (122.2034 -31.039009),533375,-31.039009000000004,122.2034,Browns North
2690,Archean,nan,['Au'],Au,POINT (121.42014 -28.93221),533377,-28.932209999999998,121.42013999999999,Splinter
2691,,nan,['Au'],Au,POINT (117.05419 -28.940189),533379,-28.940189,117.05418999999999,Three Shafts
2692,,nan,['Au'],Au,POINT (121.3619 -29.194559),533397,-29.194559,121.3619,Voyager
2693,,nan,['Au'],Au,POINT (121.377197 -29.19508),533399,-29.195079999999997,121.377197,Butterfly North
2694,,nan,['Au'],Au,POINT (116.91754 -28.785967),533401,-28.785967,116.91753999999999,Austin
2695,,nan,['Au'],Au,POINT (120.999001 -28.408465),533403,-28.408465000000003,120.999001,Jungle Well
2696,Archean,The deposit is part of Westgold Resources Cuddingwarra project.,['Au'],Au,POINT (117.7938 -27.3359),533405,-27.3359,117.7938,City of Chester
2697,,nan,['Au'],Au,POINT (119.643303 -25.16227),533415,-25.16227,119.643303,Marwest
2698,,nan,['Au'],Au,POINT (119.6623 -25.154301),533417,-25.154301,119.6623,Mareast
2699,,nan,['Au'],Au,POINT (117.430417 -29.072172),533419,-29.072172,117.43041699999999,Baron Rothschild
2700,,nan,['Au'],Au,POINT (118.360703 -25.32291),533421,-25.32291,118.360703,Midnight
2701,,nan,['Au'],Au,POINT (118.35789 -25.31626),533423,-25.31626,118.35789,Dougies
2702,,nan,['Au'],Au,POINT (118.6049 -25.45999),533425,-25.459989999999998,118.6049,Horseshoe - Fortnum
2703,Archean,nan,['Au'],Au,POINT (119.2406 -30.1954),533485,-30.1954,119.2406,Pencil Tiger
2704,Archean,nan,['Au'],Au,POINT (119.2478 -30.1934),533487,-30.1934,119.2478,Cobra
2705,Archean,nan,['Au'],Au,POINT (119.2467 -30.1962),533489,-30.1962,119.2467,Greentree
2706,,nan,['Au'],Au,POINT (119.812202 -21.30566),533493,-21.30566,119.812202,Copenhagen
2707,Archean,nan,['Au'],Au,POINT (119.2598 -30.1998),533495,-30.1998,119.2598,Taipan
2708,,nan,['Au'],Au,POINT (121.033401 -29.714529),533497,-29.714529,121.033401,The Unknown
2709,,nan,['Au'],Au,POINT (121.071504 -29.720167),533499,-29.720167,121.071504,Warrior
2710,,nan,['Au'],Au,POINT (117.788002 -27.00481),533503,-27.00481,117.788002,Old Prospect Zone
2711,,nan,['Au'],Au,POINT (120.552399 -27.747829),533505,-27.747829,120.552399,Jaq
2712,,nan,['Au'],Au,POINT (120.597397 -27.846849),533507,-27.846849,120.597397,Patty
2713,,nan,['Au'],Au,POINT (120.5597 -27.73126),533509,-27.73126,120.5597,Quartz City
2714,,nan,['Au'],Au,POINT (120.5457 -27.73291),533511,-27.732909999999997,120.5457,Scorpion
2715,,nan,['Au'],Au,POINT (120.44809 -28.18565),533513,-28.18565,120.44809,Pinnacles - Lawlers
2716,Archean,The deposit is part of Westgold Resources Cuddingwarra project.,['Au'],Au,POINT (117.797401 -27.38093),533654,-27.38093,117.79740100000001,Rheingold
2717,,nan,['Au'],Au,POINT (119.731058 -32.141711),533657,-32.141711,119.731058,Razorback
2718,Archean,nan,['Au'],Au,POINT (120.5217 -29.8701),533660,-29.8701,120.5217,Red Leap
2719,,nan,['Au'],Au,POINT (121.076103 -28.4834),533819,-28.4834,121.076103,Viking
2720,,nan,['Au'],Au,POINT (118.6569 -25.6664),533821,-25.6664,118.6569,Enigma
2721,Archean,nan,['Au'],Au,POINT (117.8157 -28.0403),533823,-28.0403,117.8157,Southern Belle
2722,,nan,['Au'],Au,POINT (121.42223 -29.37755),533827,-29.37755,121.42223,Missing Link - Melita
2723,Archean,nan,['Au'],Au,POINT (121.4105 -29.3778),533829,-29.3778,121.4105,Eclipse-Justice
2724,,nan,['Au'],Au,POINT (121.643813 -31.496273),533831,-31.496273,121.643813,Wills
2725,Archean,nan,['Au'],Au,POINT (121.7199 -31.7561),533833,-31.7561,121.7199,Vine
2726,,nan,['Au'],Au,POINT (119.483498 -29.744711),533835,-29.744711,119.483498,Evanston
2727,,nan,['Fe'],Fe,POINT (116.7293 -28.4372),534116,-28.4372,116.7293,Yalgoo (Venus Metals)
2728,,nan,['Fe'],Fe,POINT (141.149 -32.438),534128,-32.438,141.149,Hawsons
2729,Proterozoic,"MLS167 covers historic open pits including Carbine, Phoenix, Money, Harleys, Redback SE, Legs and Dogbolter
",['Au'],Au,POINT (129.667 -20.4058),534571,-20.4058,129.667,MLS167
2730,Proterozoic,MLS168 covers the historic Jims Main and Camel Bore open cut mines,['Au'],Au,POINT (129.6207 -20.1581),534573,-20.1581,129.6207,MLS168
2731,Proterozoic,"MLS180 covers the historic Beaver, Banjo, and Bonsai open cut mines",['Au'],Au,POINT (129.4079 -19.9703),534575,-19.9703,129.4079,MLS180
2732,Proterozoic,MLSA172 covers the Crusade deposit previously looked at by Otter,['Au'],Au,POINT (130.074657 -19.13974),534577,-19.13974,130.074657,MLSA172
2733,Proterozoic,Ml 22934 covers the Groundrush deposit with larger and smaller open cut mines,['Au'],Au,POINT (129.9928 -19.7103),534579,-19.7103,129.9928,ML22934 - Groundrush
2734,Archean,Hosted in Annabelle Volcanics,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (120.1477 -33.619),534723,-33.619,120.1477,Mount Desmond
2735,,nan,"['Ag', 'Zn', 'Pb']",Ag;Zn;Pb,POINT (125.75883 -18.48593),534765,-18.48593,125.75883,Gap Creek
2736,,nan,"['Ag', 'Zn', 'Pb']",Ag;Zn;Pb,POINT (125.95913 -18.7342),534767,-18.7342,125.95913,Palijippa
2737,,nan,"['Ag', 'Au', 'Zn']",Ag;Au;Zn,POINT (145.678438 -41.620594),536022,-41.620594,145.678438,Mount Charter
2738,Archean,2011 - one of the Paddington Group of deposits owned by Norton Gold Fields Limited and located near Mt Pleasant,['Au'],Au,POINT (121.2458 -30.5312),536044,-30.5312,121.2458,Blue Gum - Blue Gum East
2739,Archean,nan,['Au'],Au,POINT (121.241 -30.4898),536267,-30.4898,121.241,Liberty West
2740,,nan,['Au'],Au,POINT (121.0227 -30.5807),536545,-30.5807,121.0227,Matts Dam
2741,Archean,nan,['Au'],Au,POINT (121.0233 -30.4926),536547,-30.4926,121.0233,Porphyry - Zuleika
2742,Archean,nan,['Au'],Au,POINT (122.3421 -27.7208),536566,-27.7208,122.3421,Dogbolter - Moolart Well
2743,Archean,nan,['Au'],Au,POINT (122.2516 -27.9122),536568,-27.9122,122.2516,King John
2744,Archean,nan,['Au'],Au,POINT (122.3765 -27.9746),536570,-27.9746,122.3765,Russells Find
2745,Archean,nan,['Au'],Au,POINT (122.3123 -27.9637),536572,-27.9637,122.3123,Baneygo
2746,Archean,nan,['Au'],Au,POINT (122.3731 -28.0067),536574,-28.0067,122.3731,Reichelts Find
2747,Archean,nan,['Au'],Au,POINT (122.2604 -27.6902),536576,-27.6902,122.2604,Petra
2748,Archean,nan,['Au'],Au,POINT (122.356 -27.9064),536579,-27.9064,122.35600000000001,Garden Well - Erlistoun
2749,Paleoproterozoic,Newmont reports agglomerated figures for the Tanami Project with likely contributions from The Granites (small residual resource?) and Callie (Dead Bullock Soak mineral field; significant residual resource),['Au'],Au,POINT (129.9336 -20.5256),537331,-20.5256,129.9336,Tanami - Newmont
2750,Archean,nan,['Au'],Au,POINT (122.0308 -31.1523),537482,-31.1523,122.0308,Lucky Bay
2751,Archean,nan,['Au'],Au,POINT (121.9309 -30.8976),537484,-30.8976,121.9309,Majestic
2752,Archean,Any 2012 resources are reported in the agglomerated figures for the Tindals Project.,['Au'],Au,POINT (121.1729 -30.9865),538087,-30.9865,121.1729,Countess
2753,Archean,2012 resources are reported in the agglomerated figures for the Tindals Project.,['Au'],Au,POINT (121.1725 -30.9736),538157,-30.9736,121.1725,Big Blow - Coolgardie
2754,,nan,['REE'],REE,POINT (139.9666667 -21.95),538160,-21.95,139.9666667,Korella
2755,Archean,The deposit is part of Westgold Resources Cuddingwarra project.,['Au'],Au,POINT (117.8039 -27.3742),538299,-27.3742,117.8039,Black Swan - Cuddingwarra
2756,Archean,The deposit is part of Westgold Resources Day Dawn Project.,['Au'],Au,POINT (117.8582 -27.4606),538302,-27.4606,117.8582,Great Fingall
2757,Archean,The deposit is part of Westgold Resources Day Dawn Project.,['Au'],Au,POINT (117.833 -27.4892),538305,-27.4892,117.833,Yellow Taxi
2758,Archean,The deposit is part of Westgold Resources Day Dawn Project.,['Au'],Au,POINT (117.8281 -27.4956),538307,-27.4956,117.8281,Mount Fingall
2759,Archean,The deposit is part of Westgold Resources Day Dawn Project.,['Au'],Au,POINT (117.8478 -27.472),538308,-27.471999999999998,117.8478,3210 - Day Dawn
2760,Archean,The deposit is part of Westgold Resources Day Dawn Project.,['Au'],Au,POINT (117.8721 -27.4741),538309,-27.4741,117.8721,Kinsella
2761,Archean,The deposit is part of Westgold Resources Day Dawn Project.,['Au'],Au,POINT (117.86 -27.4745),538311,-27.4745,117.86,South Fingall
2762,Archean,The deposit is part of Westgold Resources Day Dawn Project.,['Au'],Au,POINT (117.854 -27.4733),538313,-27.4733,117.854,Try Again - Day Dawn
2763,Paleoproterozoic,Deposit is part of Crocodile Gold Corporation's Burnside Project,['Au'],Au,POINT (131.3506 -13.5087),544561,-13.5087,131.3506,Mottrams
2764,,nan,['Fe'],Fe,POINT (120.176689 -23.345787),545096,-23.345786999999998,120.176689,McCameys North
2765,,nan,['Fe'],Fe,POINT (118.979833 -22.546924),545408,-22.546924,118.97983300000001,Fingers
2766,,nan,['Fe'],Fe,POINT (136.3197306 -34.06528131),545421,-34.06528131,136.31973059999999,Carrow Magnetite - (Centrex )
2767,,nan,['Fe'],Fe,POINT (136.8881271 -33.59500439),545423,-33.59500439,136.8881271,Bungalow - Minbrie Magnetite (Centrex-Bautou)
2768,,nan,['U'],U,POINT (132.020999 -13.5655),546027,-13.5655,132.020999,Cleos
2769,,Occurs within the Hayes Creek Project,['U'],U,POINT (131.519484 -13.54291),546029,-13.542910000000001,131.519484,Thunderball
2770,Archean,Deposit is part of the South Kalgoorlie Operations based around the Jubilee Mill,['Au'],Au,POINT (121.5924 -31.0014),546360,-31.0014,121.5924,Pernatty Decline
2771,Archean,Deposit is near Coolgardie but is part of the South Kalgoorlie Operations based around the Jubilee Mill,['Au'],Au,POINT (121.2467 -30.9637),546362,-30.9637,121.2467,28 Pit
2772,,Deposit is part of the South Kalgoorlie Operations based around the Jubilee Mill,['Au'],Au,POINT (121.5863 -30.9961),546364,-30.9961,121.5863,Lanarkshire Porphyry
2773,,Part of the Nyang Project,['U'],U,POINT (114.987396 -23.50074),546367,-23.50074,114.98739599999999,Carley Bore
2774,Archean,nan,['Au'],Au,POINT (122.0578 -32.0161),546369,-32.0161,122.0578,Musket
2775,,nan,['Fe'],Fe,POINT (120.433838 -23.397522),546371,-23.397522,120.433838,Mirrin Mirrin
2776,,Mineralisation is most likely of Archean age but overprinted/remobilised during the Proterozoic Eon,['Au'],Au,POINT (119.6451 -25.2092),546383,-25.2092,119.6451,Albatross-Flamingo
2777,,Mineralisation is most likely of Archean age but overprinted/remobilised during the Proterozoic Eon,['Au'],Au,POINT (119.6363 -25.1691),546384,-25.1691,119.6363,Trident - Marymia Dome
2778,,nan,['Fe'],Fe,POINT (119.0467 -22.69223),546439,-22.69223,119.0467,North Marillana  ( IOH - Central Pilbara)
2779,,nan,['Fe'],Fe,POINT (118.873611 -22.813104),546441,-22.813104,118.87361100000001,Lamb Creek (Mineral Resources - Central Pilbara)
2780,,Magnetite-bearing BIF.,['Fe'],Fe,POINT (116.404039 -20.929976),546448,-20.929976,116.40403899999998,Coastal Pilbara - Maitland River (IOH)
2781,Archean,nan,['Au'],Au,POINT (119.3931 -31.3165),546450,-31.3165,119.3931,Axehandle
2782,,nan,['Fe'],Fe,POINT (135.6397 -33.2425),546505,-33.2425,135.6397,Warramboo-Boo-Loo (CEIP - Iron Road)
2783,Archean,nan,['Au'],Au,POINT (122.3614 -29.3851),546506,-29.3851,122.3614,Tin Dog
2784,Paleoproterozoic,"Murphy South and Rob Roy deposit occur within Iron Road Ltd Warramboo, Central Eyre Iron Project.  See also Boo-Loo deposit - one of the 3 deposits (Murphy South, Rob Roy and Boo-Loo) within Warramboo Project.",['Fe'],Fe,POINT (135.6677 -33.2438),546510,-33.2438,135.6677,Warramboo-Murphy South&RobRoy (Central Eyre Iron Proj - Iron Road Ltd )
2785,,nan,['Fe'],Fe,POINT (118.014945 -22.330372),546514,-22.330372,118.014945,Hamersley Iron Ore Proj - (Winmar Resources & Cazaly)
2786,,nan,['Fe'],Fe,POINT (120.32723 -29.06885),546518,-29.06885,120.32723,Mount Bevan (Legacy & Hawthorn JV)
2787,,nan,['Au'],Au,POINT (144.1069 -17.1146),546524,-17.1146,144.1069,Mountain Maid
2788,,Newly defined resources - 3.5km from Venture's tin/tungsten deposit at Mt Lindsay.,['Fe'],Fe,POINT (145.2819 -41.6881),546865,-41.6881,145.2819,Livingstone DSO (Venture Minerals)
2789,,Victory Bore Vanadium deposit - 35 km to the west of Victory Bore.,"['V', 'Ti', 'Fe']",V;Ti;Fe,POINT (118.995734 -28.24611),547719,-28.246109999999998,118.99573400000001,Victory Bore (Vanadium)
2790,,Bungaroo South deposit coordinate obtained from Central Iron Valley - assumed that this deposit is within the central hub resource of Iron Ore Holdings project.,['Fe'],Fe,POINT (119.315066 -22.732765),547724,-22.732765,119.31506599999999,Buckland Hills (IOH - to be deleted))
2791,,nan,"['V', 'Ti', 'Fe']",V;Ti;Fe,POINT (118.386578 -28.334299),547773,-28.334298999999998,118.386578,Canegrass Magnetite (Flinders Mines)
2792,,Flinders Mines Canegrass Vanadium deposit,"['V', 'Ti', 'Fe']",V;Ti;Fe,POINT (118.386578 -28.334299),547777,-28.334298999999998,118.386578,Canegrass Vanadium
2793,,nan,['Fe'],Fe,POINT (135.876244 -34.389922),549365,-34.389922,135.87624399999999,Fusion Magnetite - (Centrex JV WISCO))
2794,,"Telecom Hill magnetite BIF deposit at Peak Hill project, a JV by Padbury Mining Ltd and Aurium Resources.  Initial announcement of  estimated Inferred Resources of 850Mt.",['Fe'],Fe,POINT (118.520339 -25.540747),549408,-25.540747,118.52033899999999,Peak Hill Iron Proj - (Padbury JV Arrium)
2795,,Maldorky deposit occur at Breamar Iron formation  shear zone in South Australia under the flag ship of Havilah Resources.,['Fe'],Fe,POINT (140.634 -32.411),549410,-32.411,140.634,Maldorky (Havilah)
2796,,Newly discovered high grade Brockman iron formation - 35 km south of FMG Cloudbreak operation,['Fe'],Fe,POINT (119.329683 -22.706898),549793,-22.706898000000002,119.329683,Nyidinghu (Pilbara - FMG)
2797,,Iron Ore Holding Dragon deposit,['Fe'],Fe,POINT (116.56123 -22.01456),549801,-22.01456,116.56123000000001,Western Pilbara Hub - (Iron Ore Holdings)
2798,,Location taken from the colloar of a near vertical (84 deg) drill hole into the resource (DUNDD008 - 11-Aug-2011 ASX Release Dart Mining).,"['Ag', 'Cu', 'Mo']",Ag;Cu;Mo,POINT (147.9895912 -36.33860288),550517,-36.33860288,147.98959119999998,Unicorn
2799,,Hemisphere Resources Limited Yandicoogina South Iron Ore Project,['Fe'],Fe,POINT (119.208673 -22.811972),550645,-22.811972,119.208673,Yandicoogina south (Hemisphere Resources Limited)
2800,,nan,['Fe'],Fe,POINT (135.0350402 -29.39057719),550655,-29.39057719,135.03504019999997,Snaefell (IMX Mt Wood Magnetite Proj)
2801,,"Jupiter Mines Ltd Mt Ida magnetite deposit ""Central Area"" prospect",['Fe'],Fe,POINT (120.413937 -29.21882),550749,-29.21882,120.413937,Mount Ida (Jupiter Mines)
2802,,"Flinders Mines Ltd Hamersley Black Smith Iron Ore Project - consists of 5 deposits ( Ajax, Blackjack, Champion, Delta and Eagle). Also refer as Area A, B, C, D and E.",['Fe'],Fe,POINT (117.44622 -22.117569),550778,-22.117569,117.44622,Pilbara - Hamersley (Flinders Mines Iron Ore)
2803,,nan,"['V', 'Ti', 'Fe']",V;Ti;Fe,POINT (118.935317 -28.404403),551129,-28.404403000000002,118.935317,Unaly Hill - Vanadiferous Magnetite (BlackRidge)
2804,,Radar Iron Ltd Die Hardy iron project at Yilgarn iron ore province mid western Australia.,['Fe'],Fe,POINT (119.438547 -29.985575),551167,-29.985575,119.438547,Die Hardy (Radar Iron)
2805,,"Coordinates were taken from the ""Kings Mine resource group"" (which include all deposits occur within Solomon Hub (Firetail, Sheila Valley, Kings, Mt McLeod and Serenity).  Distance of deposits from the given coordinates may varies (greater from 1000m).",['Fe'],Fe,POINT (117.769485 -22.128667),551172,-22.128667,117.769485,"Solomon Hub - Kings, Serenity, Firetail,SheilaV (FMG)"
2806,,"Coordinates for the Western Hub Group taken from MINEDES - distance of the individual deposit (Flying Fish, Eliwana (east and West) + DID) from this location may differ (>1000m).",['Fe'],Fe,POINT (116.940854 -22.495916),551173,-22.495916,116.940854,"Western Hub-Eliwana,FlyingFish (West Pilbara - FMG)"
2807,,Sheila Valley deposit occur within the Solomon Hub of Fortescue (FMG),['Fe'],Fe,POINT (117.5217 -22.17611),551174,-22.17611,117.5217,Sheila Valley
2808,,Mt MacLeod Deposit within the FMG Solomon Hub Iron ore project.,['Fe'],Fe,POINT (117.5217 -22.17611),551183,-22.17611,117.5217,Mount Macleod (Solomon - FMG)
2809,,Valley of the Queens deposit part of the Solomon Hub project,['Fe'],Fe,POINT (117.769485 -22.128667),551191,-22.128667,117.769485,Valley of the Queens (Solomon - FMG)
2810,,Muster Dam deposit occur within the Minotaur Exploration Mutooroo Magnetite Project.,['Fe'],Fe,POINT (140.8904 -32.4521),551287,-32.4521,140.8904,Mutooroo - Muster Dam (Minotaur)
2811,Archean,nan,['Au'],Au,POINT (118.6766 -26.2278),551389,-26.2278,118.6766,Andy Well
2812,,Brindal deposit 3km couth of the main Jack Hills deposit and classified under the Jack Hills project,['Fe'],Fe,POINT (117.238749 -26.074597),551393,-26.074597,117.238749,Brindal - Jack Hills (Murchison & Crosslands)
2813,,Mineralisation is most likely Archean but overprinted/remobilised during the Proterozoic Eon,['Au'],Au,POINT (119.7312 -25.1152),555840,-25.1152,119.7312,K2-K3
2814,,The Welcome Breccia (/deposit) is located within ML 1520 owned currently (2012) by Denjim Pty Ltd but is under JV with Resolute Mining Limited,['Au'],Au,POINT (146.593 -19.8911),556517,-19.8911,146.593,Welcome Breccia
2815,,nan,['Fe'],Fe,POINT (120.176689 -23.345787),556519,-23.345786999999998,120.176689,McCamey's North (Atlas - SE Pilbara) - ZEROED
2816,,nan,['Fe'],Fe,POINT (118.650897 -21.180092),556521,-21.180092000000002,118.650897,Hercules (Atlas - Wodgina) - ZEROED
2817,,nan,['Cu'],Cu,POINT (146.8469 -31.2184),556699,-31.2184,146.8469,North East - Larsens
2818,,nan,['Fe'],Fe,POINT (118.994588 -25.78555),556717,-25.78555,118.994588,Robinson Range (PepinNini)
2819,Archean,nan,['Au'],Au,POINT (122.2931 -29.2401),556737,-29.2401,122.2931,Thin Lizzie
2820,Archean,nan,['Au'],Au,POINT (122.3934 -29.4565),556739,-29.4565,122.3934,Bulldog
2821,Archean,nan,['Au'],Au,POINT (122.2778 -29.2042),556741,-29.2042,122.2778,Crimson Belle
2822,Archean,nan,['Au'],Au,POINT (122.3167 -30.0738),556743,-30.0738,122.3167,North West
2823,Archean,nan,['Au'],Au,POINT (123.6963 -28.1561),556966,-28.1561,123.6963,Central Bore
